,Unnamed: 0,f1,spikes,trial
0,,34,"[12.3, 20.7, 71.1, 81.8, 102.2, 122.2, 125.6, 172.5, 233.7, 340.3, 348.8, 426.9, 430.3, 435.9, 449.7, 460.2, 462.3, 462.9, 463.1, 463.2, 463.7, 463.9, 466.2, 467.5, 468.2, 469.1, 469.8, 471.6, 472.0, 474.8, 476.8, 491.1, 493.1, 505.0, 511.3, 512.3, 545.9, 550.4, 579.2, 596.3, 612.2, 642.1, 709.8, 717.2, 741.1, 751.0, 784.2, 789.1, 804.8, 816.1, 817.0, 854.0, 863.8, 869.1, 881.6, 906.9, 907.0, 907.7, 908.1, 908.7, 908.9, 909.1, 911.4, 911.5, 961.4, 987.4, 989.3, 989.5, 989.8, 990.7, 990.7, 991.8, 992.9, 994.6, 994.9, 994.9, 996.7, 998.1, 998.8, 999.3, 1001.6, 1002.1, 1003.4, 1003.7, 1005.5, 1006.7, 1007.5, 1009.7, 1012.7, 1104.9, 1111.0, 1247.5, 1252.7, 1287.7, 1292.7, 1296.9, 1317.8, 1359.6, 1382.4, 1383.4, 1385.2, 1385.7, 1387.0, 1387.1, 1387.4, 1387.8, 1388.9, 1390.7, 1390.9, 1392.6, 1393.7, 1395.0, 1397.6, 1399.8, 1400.6, 1401.4, 1403.6, 1406.0, 1407.0, 1408.9, 1417.6, 1418.5, 1443.3, 1459.9, 1477.6, 1504.2, 1510.0, 1643.4, 1727.4, 1739.3, 1813.0, 1833.6, 1846.1, 1879.7, 1976.7, 2015.0, 2090.9, 2102.0, 2170.0, 2178.5, 2184.4, 2190.4, 2253.9, 2277.8, 2349.4, 2501.3, 2854.4, 3001.1, 3021.8, 3055.3, 3074.7, 3083.9, 3129.7, 3143.1, 3170.6, 3192.0, 3259.5, 3263.6, 3266.1, 3268.1, 3268.8, 3268.9, 3269.0, 3269.3, 3269.7, 3271.9, 3272.7, 3273.4, 3274.2, 3274.8, 3276.0, 3277.2, 3306.5, 3397.0, 3403.2, 3506.5, 3634.1, 3648.6, 3668.1, 3778.7, 3788.2, 4053.2, 4093.1, 4107.9, 4184.2, 4209.1, 4236.1, 4236.4, 4238.5, 4251.4, 4262.7, 4267.9, 4277.3, 4293.0, 4294.6, 4297.2, 4297.3, 4323.3, 4326.7, 4356.1, 4361.5, 4385.5, 4414.9, 4430.4, 4444.3, 4452.1, 4473.7, 4477.0, 4483.6, 4503.1, 4513.6, 4528.1, 4532.6, 4562.0, 4590.4, 4591.4, 4606.7, 4620.4, 4620.8, 4621.1, 4623.1, 4636.2, 4643.9, 4650.2, 4679.6, 4692.7, 4709.0, 4743.5, 4762.4, 4771.2, 4815.3, 4831.1, 4841.8, 4846.1, 4849.3, 4850.1, 4852.1, 4852.7, 4852.9, 4852.9, 4853.4, 4853.7, 4855.5, 4855.9, 4857.4, 4859.0, 4859.6, 4861.2, 4861.7, 4864.6, 4864.9, 4894.5, 4945.6, 5001.7, 5028.2, 5054.0, 5063.6, 5074.9, 5104.2, 5117.5, 5123.6, 5208.3, 5218.1, 5295.5, 5318.9, 5375.3, 5392.8, 5422.0, 5445.6, 5519.5, 5532.6, 5565.3, 5656.7, 5663.4, 5719.7, 6014.7, 6194.0, 6256.1, 6324.6, 6350.1, 6362.3, 6364.5, 6365.0, 6365.2, 6365.2, 6365.4, 6365.8, 6368.2, 6369.2, 6369.7, 6370.5, 6371.1, 6373.4, 6390.5, 6401.7, 6436.2, 6517.0, 6542.5, 6652.6, 6901.9, 6942.4, 7068.5, 7121.6, 7187.2, 7205.1, 7209.1, 7297.2, 7352.0, 7391.1, 7412.5, 7456.3, 7470.6, 7474.9, 7534.2, 7559.8, 7576.8, 7583.4, 7601.0, 7607.2, 7624.2, 7672.1, 7674.9, 7707.1, 7709.2, 7745.3, 7747.6, 7767.3, 7770.6, 7775.0, 7786.0, 7801.1, 7818.2, 7824.4, 7836.0, 7843.1, 7845.7, 7862.8, 7880.8, 7882.2, 7895.4, 7901.2, 7909.7, 7919.7, 7935.4, 7939.6, 7954.7, 7978.0, 7987.7, 7992.2, 8016.4, 8023.5, 8036.4, 8045.6, 8054.8, 8073.0, 8079.3, 8082.9, 8093.2, 8131.6, 8163.7, 8168.0, 8170.0, 8175.7, 8186.3, 8208.4, 8210.3, 8276.3, 8283.1, 8313.9, 8331.2, 8336.3, 8366.1, 8378.8, 8398.6, 8551.5, 8666.0, 8669.1, 8714.3, 8744.9, 8756.6, 8758.4, 8785.1, 8803.5, 8842.4, 8934.9, 9216.5, 9223.6, 9233.7, 9234.8, 9236.8, 9237.3, 9237.8, 9238.2, 9238.3, 9238.4, 9240.7, 9242.8, 9243.7, 9244.1, 9244.3, 9245.5, 9246.8, 9249.1, 9249.6, 9249.6, 9252.5, 9297.1, 9303.4, 9304.1, 9308.6, 9308.6, 9316.3, 9393.2, 9498.5, 9508.7, 9509.9, 9549.5, 9551.2, 9747.4, 9758.4, 9820.8, 9822.7, 10026.2, 10049.2, 10127.1, 10299.0, 10314.8, 10353.5, 10393.0, 10429.6, 10673.3, 10675.4, 10675.6, 10676.3, 10676.4, 10676.5, 10676.6, 10679.2, 10680.7, 10681.0, 10682.2, 10682.5, 10684.5, 10685.2, 10685.6, 10687.2, 10687.7, 10696.8, 10701.3, 10722.8, 10723.1, 10723.2, 10740.1, 10740.9, 10747.5, 10784.2, 10828.0, 10840.8, 10901.1, 10984.5, 11017.9, 11043.8, 11200.7, 11232.0, 11248.8, 11259.5, 11291.2, 11324.1, 11407.7, 11418.1, 11448.7, 11484.9, 11511.0, 11530.5, 11534.7, 11558.7, 11565.9, 11587.8, 11593.2, 11604.5, 11695.6]",1
1,,14,"[1.4, 8.8, 25.8, 30.8, 38.3, 39.3, 42.1, 44.8, 44.9, 46.4, 81.0, 109.5, 231.2, 239.0, 265.3, 265.4, 266.1, 268.1, 268.3, 268.7, 269.0, 269.1, 270.0, 272.0, 274.5, 274.8, 275.1, 276.6, 277.6, 277.8, 279.1, 281.0, 281.8, 284.0, 286.0, 362.9, 435.0, 435.6, 438.2, 438.5, 439.0, 441.0, 441.6, 442.9, 444.3, 446.3, 453.5, 461.3, 469.8, 600.8, 610.3, 612.1, 627.1, 636.3, 669.0, 686.6, 706.2, 722.3, 722.6, 742.9, 752.0, 799.6, 810.2, 816.3, 885.3, 928.3, 943.7, 945.2, 948.7, 1023.9, 1027.8, 1028.5, 1028.8, 1029.5, 1029.6, 1029.6, 1029.9, 1032.3, 1034.5, 1073.9, 1078.7, 1078.9, 1079.6, 1082.0, 1082.1, 1082.9, 1083.0, 1084.1, 1085.0, 1085.0, 1087.1, 1087.1, 1087.4, 1089.9, 1090.0, 1094.7, 1095.7, 1095.7, 1097.6, 1097.6, 1100.0, 1102.3, 1105.2, 1123.1, 1137.0, 1144.1, 1149.0, 1190.2, 1214.0, 1240.1, 1257.8, 1263.0, 1263.6, 1313.5, 1381.8, 1404.3, 1404.6, 1406.9, 1407.5, 1409.0, 1409.2, 1415.6, 1421.4, 1427.8, 1448.0, 1473.2, 1494.5, 1514.0, 1515.7, 1516.3, 1516.3, 1516.9, 1517.0, 1518.3, 1519.3, 1519.9, 1521.4, 1523.0, 1523.1, 1523.2, 1525.7, 1525.9, 1528.2, 1528.8, 1530.4, 1531.6, 1549.8, 1729.0, 1988.8, 2024.0, 2033.2, 2095.3, 2145.9, 2147.5, 2165.0, 2171.7, 2197.1, 2199.0, 2199.7, 2199.8, 2200.0, 2200.1, 2200.2, 2203.0, 2204.4, 2205.0, 2206.1, 2206.5, 2208.8, 2211.5, 2219.2, 2372.7, 2413.4, 2420.9, 2444.7, 2481.2, 2512.5, 2641.6, 2689.7, 2798.9, 2875.2, 2894.6, 2904.2, 2914.0, 2980.3, 3008.3, 3065.3, 3071.3, 3101.7, 3128.8, 3258.9, 3318.6, 3342.0, 3410.5, 3442.6, 3457.4, 3482.2, 3500.8, 3513.9, 3519.4, 3526.4, 3527.2, 3528.3, 3530.8, 3531.2, 3531.7, 3531.8, 3532.8, 3533.7, 3535.7, 3535.8, 3536.3, 3539.2, 3540.0, 3541.4, 3541.7, 3544.6, 3544.7, 3546.3, 3547.7, 3547.9, 3550.9, 3591.9, 3670.0, 3706.0, 3730.7, 3751.2, 3755.6, 3759.0, 3809.6, 3873.9, 3977.3, 4037.7, 4038.5, 4126.7, 4128.2, 4175.5, 4176.1, 4221.1, 4238.4, 4241.3, 4289.0, 4309.5, 4351.7, 4372.8, 4408.8, 4417.7, 4423.1, 4443.1, 4459.8, 4482.1, 4483.8, 4494.5, 4514.6, 4521.9, 4538.0, 4539.3, 4551.8, 4557.7, 4565.9, 4579.0, 4590.4, 4591.1, 4595.5, 4618.8, 4621.7, 4637.3, 4649.2, 4659.9, 4666.3, 4693.9, 4701.0, 4705.3, 4708.7, 4709.4, 4721.3, 4742.6, 4755.2, 4772.4, 4776.5, 4780.1, 4787.6, 4789.7, 4792.9, 4805.8, 4813.5, 4816.9, 4822.7, 4828.1, 4840.5, 4850.8, 4851.5, 4861.9, 4870.5, 4886.5, 4894.4, 4897.8, 4931.9, 4942.7, 4958.7, 4966.8, 5017.5, 5031.9, 5042.0, 5052.2, 5118.5, 5170.5, 5195.2, 5231.9, 5288.7, 5341.6, 5358.7, 5366.3, 5373.9, 5383.1, 5388.8, 5401.2, 5411.5, 5419.1, 5451.0, 5498.6, 5546.9, 5573.6, 5653.7, 5786.8, 5865.2, 5885.7, 5958.9, 6048.5, 6197.5, 6244.9, 6260.3, 6286.2, 6329.6, 6396.8, 6434.0, 6498.1, 6558.8, 6567.5, 6572.2, 6586.0, 6614.4, 6627.4, 6643.4, 6654.3, 6674.6, 6801.7, 6810.4, 6811.3, 6813.6, 6814.0, 6814.3, 6814.4, 6815.6, 6816.6, 6816.6, 6818.5, 6818.8, 6820.3, 6821.4, 6822.8, 6824.2, 6826.2, 6827.6, 6827.8, 6829.2, 6829.3, 6835.0, 6839.0, 6854.2, 6856.5, 6887.4, 6923.5, 6941.3, 7032.4, 7042.8, 7060.1, 7066.9, 7094.6, 7099.3, 7104.2, 7118.2, 7227.3, 7240.1, 7267.2, 7351.2, 7353.2, 7359.8, 7427.6, 7433.4, 7495.5, 7520.1, 7537.4, 7549.0, 7585.2, 7599.2, 7606.0, 7606.4, 7606.5, 7608.8, 7609.4, 7610.4, 7612.4, 7612.7, 7659.7, 7687.6, 7748.2, 7749.0, 7773.8, 7779.6, 7810.1, 7851.6, 7885.8, 7887.7, 7890.9, 7900.8, 7923.0, 7948.2, 7949.6, 7965.2, 7976.7, 7976.9, 7989.4, 8012.6, 8030.2, 8038.5, 8083.2, 8091.8, 8101.7, 8112.6, 8135.5, 8164.5, 8178.8, 8183.7, 8201.2, 8202.1, 8208.4, 8219.8, 8226.7, 8253.3, 8278.4, 8283.3, 8337.3, 8351.7, 8353.8, 8428.6, 8434.1, 8449.6, 8472.8, 8508.7, 8555.6, 8567.0, 8610.2, 8649.6, 8690.4, 8773.9, 8793.4, 8803.6, 8838.7, 8873.0, 8923.6, 9041.4, 9042.1, 9126.1, 9243.6, 9317.8, 9481.7, 9512.2, 9529.7, 9631.7, 9681.4, 9695.1, 9810.8, 9856.6, 9919.9, 10007.0, 10058.3, 10098.9, 10161.3, 10163.2, 10163.8, 10164.2, 10164.3, 10164.6, 10164.7, 10167.1, 10169.2, 10170.1, 10170.6, 10172.1, 10173.2, 10175.8, 10176.1, 10202.7, 10213.7, 10303.5, 10346.7, 10416.7, 10442.9, 10444.7, 10650.6, 10727.9, 10798.3, 11002.9, 11011.5, 11013.8, 11067.3, 11111.8, 11142.5, 11149.2, 11181.8, 11196.5, 11216.0, 11247.8, 11341.5, 11365.0, 11385.8, 11395.9, 11400.7, 11401.3, 11413.6, 11422.5, 11465.6, 11515.6, 11572.1, 11599.8, 11626.7, 11649.8, 11654.8, 11687.3, 11724.7, 11762.4, 11768.0, 11775.7, 11791.8, 11797.6]",1
2,,34,"[1.3, 12.2, 116.0, 230.6, 237.1, 295.8, 396.8, 398.4, 400.2, 400.8, 401.3, 402.2, 403.3, 404.2, 404.4, 406.3, 406.4, 410.8, 411.0, 411.8, 413.8, 415.1, 419.2, 419.6, 421.4, 460.9, 611.3, 622.9, 633.6, 646.1, 683.1, 693.6, 727.9, 740.0, 758.7, 759.9, 808.5, 815.4, 828.7, 837.5, 843.8, 873.4, 875.3, 875.5, 875.9, 876.4, 876.5, 876.7, 878.8, 879.4, 880.7, 882.4, 882.7, 885.0, 885.4, 887.7, 888.3, 889.1, 891.2, 893.3, 894.2, 902.3, 907.0, 912.9, 954.3, 966.5, 1006.6, 1016.7, 1018.0, 1031.4, 1038.2, 1048.7, 1048.8, 1048.9, 1049.6, 1050.4, 1050.6, 1050.8, 1051.8, 1055.0, 1076.3, 1086.1, 1093.2, 1103.5, 1105.9, 1107.1, 1130.6, 1142.5, 1161.9, 1164.2, 1175.1, 1205.2, 1231.4, 1232.9, 1289.5, 1298.1, 1299.0, 1327.0, 1327.9, 1330.2, 1330.9, 1331.1, 1332.2, 1333.3, 1333.3, 1335.4, 1336.6, 1336.9, 1338.1, 1338.5, 1339.9, 1342.0, 1342.8, 1343.8, 1345.8, 1347.2, 1348.0, 1350.6, 1356.2, 1359.4, 1369.8, 1376.9, 1385.1, 1389.1, 1389.4, 1389.5, 1392.1, 1396.3, 1397.0, 1402.2, 1441.0, 1474.5, 1528.9, 1534.1, 1546.4, 1572.9, 1580.1, 1585.8, 1588.6, 1589.1, 1591.4, 1617.9, 1637.3, 1688.7, 1696.4, 1737.1, 1737.5, 1861.7, 1863.8, 1908.1, 1919.6, 2369.9, 2450.5, 2478.8, 2522.3, 2703.5, 2764.1, 2966.2, 3002.6, 3021.9, 3033.0, 3082.4, 3111.9, 3151.7, 3174.3, 3387.5, 3426.9, 3508.7, 3541.2, 3558.9, 3573.7, 3580.2, 3586.8, 3598.9, 3614.0, 3632.7, 3647.4, 3651.9, 3673.3, 3679.7, 3685.7, 3710.4, 3718.3, 3774.3, 3786.8, 3827.4, 3861.9, 3862.3, 3880.3, 3882.0, 3937.9, 3943.8, 3956.7, 4040.2, 4053.2, 4156.5, 4171.1, 4196.2, 4207.9, 4223.2, 4260.1, 4265.2, 4308.3, 4317.3, 4352.3, 4368.4, 4407.8, 4418.3, 4437.3, 4449.2, 4463.5, 4466.7, 4483.3, 4484.6, 4496.1, 4508.7, 4525.5, 4531.1, 4554.9, 4555.6, 4567.4, 4568.1, 4577.5, 4584.3, 4607.1, 4613.7, 4643.1, 4643.1, 4672.5, 4673.0, 4688.9, 4701.9, 4714.1, 4720.2, 4731.3, 4744.1, 4757.6, 4760.7, 4766.5, 4790.1, 4792.1, 4795.0, 4816.6, 4819.6, 4823.6, 4849.0, 4869.4, 4875.9, 4878.4, 4907.8, 4947.7, 4950.3, 4954.8, 5004.7, 5030.2, 5079.8, 5094.8, 5098.6, 5123.6, 5135.9, 5210.7, 5212.3, 5217.8, 5218.8, 5238.5, 5265.9, 5269.5, 5318.2, 5335.7, 5348.8, 5427.0, 5437.9, 5445.2, 5455.4, 5461.6, 5478.3, 5485.7, 5503.5, 5535.8, 5536.2, 5546.2, 5550.2, 5575.4, 5597.9, 5617.1, 5782.6, 5862.9, 5865.6, 5889.3, 5905.0, 5932.6, 5933.9, 5940.3, 5967.1, 5995.5, 6061.6, 6278.5, 6346.3, 6367.0, 6403.0, 6504.9, 6535.7, 6579.7, 6590.5, 6609.1, 6742.7, 6941.8, 7082.3, 7152.8, 7267.1, 7275.5, 7281.0, 7316.5, 7370.6, 7434.6, 7456.5, 7505.8, 7680.3, 7821.2, 7874.9, 7932.8, 7936.0, 7955.5, 7971.6, 7978.2, 7992.0, 8000.9, 8020.6, 8020.8, 8023.7, 8025.4, 8026.6, 8046.4, 8069.1, 8091.8, 8092.1, 8114.6, 8137.3, 8146.7, 8153.9, 8160.0, 8162.2, 8174.3, 8182.7, 8205.4, 8215.2, 8228.1, 8229.9, 8239.7, 8250.8, 8250.9, 8272.5, 8273.5, 8283.1, 8283.5, 8283.7, 8296.2, 8318.9, 8319.9, 8334.4, 8341.6, 8356.1, 8364.3, 8387.0, 8395.4, 8401.1, 8409.7, 8415.2, 8429.7, 8432.4, 8450.0, 8450.9, 8476.9, 8483.7, 8519.2, 8551.0, 8559.7, 8562.8, 8569.7, 8589.0, 8597.6, 8603.7, 8627.6, 8656.5, 8657.0, 8658.9, 8659.2, 8659.3, 8659.9, 8660.1, 8662.9, 8663.1, 8663.7, 8665.9, 8666.2, 8667.3, 8668.8, 8671.3, 8671.4, 8674.6, 8675.1, 8676.3, 8693.0, 8705.4, 8770.5, 8829.4, 8840.5, 8852.4, 8862.7, 8903.0, 8904.9, 8917.2, 8935.6, 8956.0, 9000.2, 9010.0, 9021.6, 9093.4, 9112.8, 9129.6, 9159.3, 9181.3, 9188.8, 9283.6, 9359.8, 9377.3, 9410.5, 9469.7, 9489.1, 9511.6, 9519.8, 9557.0, 9583.4, 9652.8, 9653.7, 9655.9, 9656.4, 9656.5, 9656.7, 9656.7, 9658.9, 9659.5, 9660.9, 9661.5, 9662.6, 9662.6, 9665.6, 9667.7, 9668.3, 9669.4, 9671.5, 9673.5, 9679.4, 9722.4, 9724.5, 9786.9, 9797.2, 9811.7, 9855.2, 9895.3, 9921.3, 9926.8, 9953.5, 9972.4, 9978.4, 10020.3, 10051.4, 10053.2, 10191.2, 10197.6, 10203.4, 10237.0, 10341.8, 10459.2, 10486.2, 10502.9, 10521.7, 10569.2, 10841.4, 10902.8, 11135.3, 11173.0, 11249.9, 11260.9, 11291.7, 11364.8, 11381.9, 11414.0, 11515.1, 11516.2, 11604.2, 11644.1, 11708.8, 11821.5, 11839.7, 11863.1, 11867.0, 11887.7]",1
3,,18,"[48.6, 55.1, 58.5, 93.1, 141.0, 142.0, 143.4, 144.2, 144.8, 145.0, 145.2, 146.3, 147.2, 147.3, 148.9, 149.8, 150.8, 150.9, 152.2, 152.3, 153.3, 155.9, 156.6, 162.4, 170.9, 254.5, 331.9, 333.6, 334.5, 338.4, 340.1, 453.6, 493.2, 493.2, 496.0, 496.5, 498.6, 611.0, 676.3, 681.9, 686.4, 690.4, 691.3, 692.9, 693.6, 693.7, 693.7, 694.3, 694.5, 696.5, 696.6, 696.9, 698.9, 699.5, 700.0, 700.4, 701.5, 702.2, 705.5, 711.8, 730.2, 735.5, 762.4, 779.0, 789.9, 795.1, 812.5, 820.9, 822.4, 841.3, 904.8, 953.2, 979.9, 999.4, 1014.6, 1018.6, 1032.1, 1032.4, 1034.2, 1035.2, 1035.5, 1036.2, 1037.3, 1038.1, 1038.4, 1040.2, 1040.2, 1040.3, 1044.6, 1045.1, 1045.6, 1048.0, 1049.0, 1052.6, 1053.3, 1055.5, 1056.9, 1058.4, 1060.7, 1074.2, 1077.8, 1080.7, 1082.1, 1106.0, 1143.3, 1176.7, 1215.0, 1267.9, 1318.0, 1359.1, 1363.4, 1418.1, 1434.5, 1447.4, 1488.5, 1543.7, 1605.5, 1615.5, 1628.0, 1643.1, 1643.3, 1645.4, 1646.1, 1646.4, 1647.3, 1648.2, 1648.4, 1649.4, 1651.4, 1651.5, 1652.1, 1655.5, 1656.2, 1656.9, 1658.8, 1660.1, 1661.6, 1664.1, 1666.7, 1668.0, 1669.4, 1685.6, 1685.9, 1693.9, 1725.8, 1816.6, 1878.6, 1880.7, 1881.6, 1883.8, 1890.9, 1894.0, 1903.1, 1919.4, 1997.9, 2007.0, 2012.5, 2031.2, 2057.2, 2121.9, 2123.7, 2124.3, 2124.4, 2124.8, 2125.2, 2127.3, 2127.9, 2128.2, 2130.9, 2131.1, 2132.1, 2133.9, 2136.2, 2136.7, 2163.4, 2164.8, 2166.4, 2215.2, 2250.7, 2269.2, 2305.2, 2329.2, 2340.0, 2342.7, 2377.5, 2408.6, 2415.2, 2701.9, 2705.0, 2705.3, 2708.2, 2711.4, 2841.8, 2861.5, 2908.4, 2909.3, 2911.5, 2912.2, 2912.3, 2912.5, 2914.7, 2915.2, 2916.5, 2917.1, 2918.2, 2921.2, 2922.2, 2924.2, 2925.9, 2927.2, 2928.8, 2931.3, 2977.4, 3020.8, 3049.5, 3055.5, 3098.4, 3145.5, 3148.3, 3165.7, 3177.9, 3184.5, 3215.5, 3304.7, 3371.0, 3372.1, 3373.8, 3375.0, 3376.0, 3376.6, 3377.0, 3378.0, 3378.1, 3380.4, 3381.7, 3382.7, 3383.6, 3384.5, 3384.8, 3386.9, 3387.7, 3388.8, 3392.1, 3392.9, 3395.3, 3396.0, 3398.3, 3401.3, 3403.5, 3403.5, 3447.0, 3514.2, 3608.0, 3623.9, 3632.1, 3646.6, 3674.5, 3702.7, 3790.5, 3818.3, 3826.0, 3839.2, 3975.5, 4053.4, 4105.4, 4129.1, 4140.5, 4143.2, 4147.2, 4153.8, 4156.1, 4156.1, 4156.7, 4157.0, 4157.1, 4158.0, 4159.7, 4161.2, 4162.6, 4163.0, 4165.2, 4165.7, 4168.2, 4168.2, 4169.5, 4170.1, 4170.2, 4171.5, 4172.3, 4173.9, 4174.4, 4197.5, 4199.6, 4207.1, 4207.2, 4255.0, 4260.9, 4270.8, 4275.9, 4289.4, 4292.4, 4303.2, 4309.9, 4331.0, 4335.0, 4347.9, 4360.1, 4370.2, 4397.7, 4399.8, 4403.4, 4408.4, 4438.8, 4450.0, 4458.9, 4474.2, 4507.3, 4510.0, 4514.4, 4527.1, 4527.4, 4539.5, 4553.8, 4565.3, 4569.9, 4575.3, 4582.2, 4584.1, 4591.9, 4615.5, 4620.1, 4625.4, 4634.5, 4636.8, 4664.7, 4669.4, 4680.5, 4680.9, 4691.8, 4703.0, 4712.2, 4736.4, 4742.6, 4765.1, 4777.9, 4779.4, 4791.9, 4814.9, 4822.5, 4829.4, 4831.9, 4836.9, 4844.4, 4852.2, 4892.0, 4912.0, 4936.8, 4952.0, 4974.0, 5018.3, 5046.3, 5048.6, 5090.9, 5111.2, 5162.9, 5183.2, 5188.6, 5199.8, 5224.6, 5229.3, 5242.8, 5278.9, 5311.5, 5317.1, 5333.5, 5349.8, 5384.1, 5444.1, 5488.3, 5510.0, 5518.2, 5596.1, 5729.9, 5900.7, 6034.8, 6054.3, 6132.2, 6208.9, 6458.4, 6477.4, 6477.7, 6497.0, 6676.8, 6728.6, 6755.2, 6995.0, 7070.5, 7100.3, 7116.3, 7148.7, 7189.4, 7225.6, 7229.8, 7231.4, 7259.9, 7295.9, 7304.2, 7412.6, 7434.0, 7459.7, 7461.5, 7461.6, 7461.9, 7462.2, 7462.7, 7465.2, 7466.7, 7467.4, 7468.2, 7469.0, 7469.9, 7471.2, 7476.0, 7477.2, 7477.9, 7557.5, 7570.4, 7609.6, 7624.6, 7651.7, 7671.0, 7695.3, 7767.2, 7792.2, 7843.4, 7851.3, 7854.1, 7864.8, 7892.2, 7896.6, 7900.8, 7901.9, 7906.9, 7931.6, 7961.7, 7992.2, 8008.8, 8024.0, 8092.2, 8092.9, 8142.4, 8163.7, 8184.8, 8192.2, 8219.9, 8275.4, 8292.2, 8318.5, 8372.2, 8425.8, 8450.5, 8517.5, 8557.1, 8638.0, 8639.0, 8753.6, 8958.4, 8997.0, 9037.8, 9115.2, 9167.8, 9183.2, 9263.6, 9325.8, 9334.0, 9390.5, 9420.6, 9483.9, 9505.8, 9512.3, 9554.9, 9653.0, 9761.2, 9869.5, 9870.9, 9895.2, 9993.5, 10049.3, 10049.5, 10197.8, 10239.3, 10263.5, 10412.8, 10434.8, 10602.1, 10640.5, 10648.2, 10691.8, 10792.7, 10913.6, 11173.2, 11255.4, 11258.5, 11265.8, 11461.3, 11468.1, 11472.5, 11472.7, 11591.1, 11681.9, 11693.2, 11763.8]",1
