,trial,f1,spikes
0,1,30,"[201.6, 215.9, 296.3, 452.8, 545.5, 647.9, 668.8, 726.8, 766.7, 847.2, 873.1, 926.5, 926.5, 926.6, 927.3, 928.6, 1009.4, 1221.7, 1261.9, 1339.1, 1381.4, 1396.7, 1526.6, 1635.9, 1638.8, 1639.3, 1640.2, 1643.0, 1644.3, 1645.3, 1645.7, 1646.4, 1646.5, 1649.7, 1649.7, 1652.5, 1653.0, 1653.1, 1658.9, 1660.5, 1669.6, 1676.3, 1687.0, 1765.6, 1862.3, 2127.4, 2308.2, 2779.4, 2815.8, 2929.6, 2947.1, 2978.5, 2978.7, 2980.4, 2982.5, 2984.3, 2985.8, 2986.4, 2989.5, 2990.0, 2992.2, 2992.5, 2993.0, 2998.4, 3021.0, 3035.6, 3123.3, 3155.0, 3251.4, 3346.6, 3425.0, 3449.3, 3482.6, 3515.9, 3546.0, 3549.2, 3573.1, 3582.5, 3602.1, 3615.8, 3618.8, 3644.5, 3649.1, 3682.4, 3685.8, 3696.4, 3701.6, 3715.1, 3715.7, 3749.0, 3754.6, 3767.0, 3776.6, 3782.3, 3812.7, 3815.6, 3824.5, 3828.3, 3843.3, 3848.9, 3860.9, 3882.2, 3894.5, 3900.3, 3915.5, 3937.9, 3941.4, 3941.5, 3945.2, 3948.4, 3948.8, 3954.6, 3958.2, 3993.6, 4041.9, 4050.7, 4059.7, 4090.9, 4112.7, 4131.0, 4142.1, 4181.3, 4192.5, 4209.0, 4240.2, 4269.2, 4306.8, 4372.8, 4402.5, 4442.3, 4454.9, 4526.4, 4559.1, 4628.0, 4815.1, 4825.2, 4924.6, 4943.3, 5011.1, 5037.9, 5077.8, 5131.3, 5173.5, 5197.9, 5215.2, 5222.9, 5233.7, 5251.9, 5284.8, 5348.0, 5387.1, 5394.6, 5411.8, 5429.3, 5443.9, 5454.7, 5464.7, 5499.7, 5511.0, 5526.2, 5543.1, 5553.8, 5559.5, 5718.4, 5743.4, 5786.5, 5820.2, 5881.7, 6003.9, 6057.7, 6137.2, 6207.4, 6265.6, 6332.5, 6346.9, 6388.9, 6431.5, 6443.7, 6476.7, 6516.2, 6539.6, 6599.2, 6649.9, 6692.1, 6725.6, 6786.3, 6810.9, 6835.6, 6866.4, 6904.1, 6938.2, 6949.2, 6976.7, 6994.6, 7037.3, 7040.0, 7057.2, 7071.0, 7085.4, 7094.2, 7130.0, 7130.8, 7176.2, 7180.2, 7196.1, 7201.1, 7221.6, 7237.6, 7267.0, 7283.5, 7288.4, 7312.4, 7315.2, 7320.1, 7348.1, 7357.8, 7365.4, 7388.9, 7396.4, 7403.2, 7436.9, 7448.6, 7451.5, 7469.8, 7478.0, 7488.8, 7517.8, 7543.3, 7563.0, 7576.1, 7599.7, 7609.4, 7609.6, 7609.7, 7609.7, 7631.8, 7632.5, 7635.6, 7682.4, 7752.5, 7784.9, 7832.1, 7857.1, 8040.5, 8148.9, 8287.4, 8390.2, 8390.3, 8396.1, 8694.6, 8752.1, 8798.8, 8811.9, 8850.7, 8868.0, 8939.3, 9047.1, 9069.5, 9070.1, 9070.7, 9071.9, 9074.0, 9074.1, 9075.7, 9077.3, 9077.3, 9077.7, 9080.8, 9081.5, 9082.8, 9083.8, 9084.7, 9087.8, 9090.3]"
1,1,30,"[61.1, 104.4, 135.9, 265.6, 418.5, 437.0, 451.1, 643.0, 653.3, 713.0, 857.2, 907.8, 916.7, 916.8, 917.0, 919.5, 937.4, 957.2, 1162.9, 1197.6, 1247.9, 1425.1, 1447.5, 1533.7, 1617.9, 1695.1, 1830.1, 1875.5, 1893.8, 2020.9, 2139.1, 2149.4, 2324.6, 2371.8, 2474.1, 2490.3, 2507.4, 2509.4, 2526.4, 2547.0, 2548.2, 2566.6, 2600.4, 2616.3, 2621.5, 2667.5, 2703.9, 2772.8, 2833.5, 2837.0, 2837.6, 2841.3, 2842.1, 2844.5, 2846.7, 2850.7, 2861.7, 2914.8, 2946.7, 3077.0, 3107.6, 3110.3, 3128.7, 3143.6, 3176.9, 3210.2, 3243.5, 3262.1, 3276.8, 3288.0, 3310.1, 3343.4, 3373.3, 3376.7, 3410.0, 3432.9, 3443.3, 3449.0, 3476.6, 3500.1, 3509.9, 3513.0, 3543.2, 3569.7, 3576.5, 3605.7, 3623.5, 3627.1, 3651.1, 3688.5, 3708.6, 3753.7, 3771.5, 3786.5, 3855.7, 3909.9, 3942.2, 4011.2, 4028.2, 4077.8, 4170.3, 4308.1, 4375.1, 4398.4, 4430.3, 4455.3, 4557.4, 4655.0, 4703.9, 4739.0, 4845.2, 4969.1, 5091.6, 5160.8, 5215.7, 5234.0, 5258.3, 5293.9, 5300.1, 5318.1, 5330.7, 5344.3, 5374.8, 5423.2, 5469.6, 5524.4, 5550.9, 5597.6, 5652.7, 5654.4, 5717.5, 5759.4, 5836.3, 5866.0, 5928.9, 5939.5, 5975.5, 6020.7, 6058.2, 6074.2, 6120.7, 6177.4, 6231.8, 6236.2, 6281.3, 6286.5, 6327.1, 6348.0, 6370.5, 6410.5, 6467.4, 6504.0, 6551.9, 6577.1, 6593.4, 6622.5, 6635.7, 6648.3, 6666.3, 6667.9, 6670.1, 6694.3, 6713.3, 6720.5, 6754.1, 6758.7, 6773.5, 6789.4, 6793.7, 6804.1, 6815.9, 6849.5, 6856.4, 6886.4, 6894.9, 6902.5, 6912.0, 6938.0, 6940.3, 6950.9, 6955.1, 6974.7, 6985.7, 6993.9, 7031.1, 7040.7, 7076.5, 7092.0, 7097.4, 7120.6, 7144.3, 7181.9, 7217.5, 7226.9, 7239.3, 7275.2, 7351.0, 7392.3, 7454.9, 7455.0, 7455.0, 7559.5, 7607.6, 7633.8, 7642.1, 7814.2, 8253.6, 8287.9, 8288.0, 8288.0, 8307.5, 8342.3, 8403.7, 8488.6, 8551.0, 8603.9]"
2,1,34,"[16.0, 160.2, 284.2, 292.8, 381.1, 443.3, 456.8, 597.8, 628.3, 667.3, 684.3, 702.0, 754.7, 764.3, 857.5, 866.4, 902.5, 902.8, 904.2, 924.6, 1026.9, 1029.4, 1121.4, 1187.5, 1256.0, 1391.7, 1640.2, 1819.0, 2132.1, 2177.3, 2204.7, 2304.5, 2358.1, 2400.2, 2400.7, 2401.6, 2403.9, 2405.4, 2407.1, 2407.7, 2408.2, 2410.9, 2411.0, 2413.5, 2420.2, 2437.8, 2450.9, 2481.4, 2513.0, 2578.0, 2695.8, 2701.7, 2725.2, 2754.6, 2784.0, 2813.4, 2817.7, 2842.8, 2858.9, 2872.2, 2898.8, 2901.6, 2924.6, 2931.0, 2946.8, 2960.4, 2979.0, 2989.8, 3016.0, 3019.2, 3038.0, 3048.6, 3072.0, 3078.0, 3088.3, 3107.4, 3131.0, 3136.8, 3151.2, 3166.2, 3176.0, 3195.6, 3223.6, 3240.3, 3283.3, 3296.7, 3325.8, 3401.4, 3410.4, 3439.5, 3441.7, 3441.9, 3445.6, 3448.7, 3454.9, 3468.4, 3480.1, 3514.0, 3536.4, 3591.0, 3644.3, 3659.9, 3762.1, 3785.4, 3821.1, 4067.4, 4098.7, 4226.7, 4340.8, 4555.1, 4758.3, 4821.6, 4898.8, 5045.2, 5136.1, 5151.5, 5153.6, 5248.5, 5312.4, 5345.4, 5404.1, 5448.1, 5511.2, 5586.4, 5612.1, 5667.2, 5697.9, 5724.4, 5784.8, 5801.3, 5820.4, 5836.4, 5849.0, 5864.2, 5901.3, 5916.1, 5948.3, 5973.2, 6025.5, 6042.3, 6075.5, 6098.9, 6124.4, 6161.2, 6181.0, 6207.3, 6220.8, 6228.1, 6243.6, 6258.2, 6266.3, 6284.8, 6289.0, 6308.4, 6311.7, 6327.9, 6334.4, 6337.6, 6357.1, 6358.4, 6374.0, 6379.8, 6402.5, 6404.9, 6425.2, 6430.8, 6446.4, 6447.9, 6450.0, 6470.6, 6471.0, 6489.7, 6493.3, 6499.8, 6514.3, 6516.0, 6538.7, 6560.1, 6561.4, 6584.1, 6584.5, 6599.4, 6605.9, 6606.8, 6629.5, 6652.2, 6669.3, 6674.9, 6693.7, 6697.6, 6708.8, 6720.3, 6730.8, 6765.6, 6789.7, 6813.7, 6827.0, 6849.9, 6892.1, 6921.8, 6960.2, 6961.7, 7023.9, 7038.5, 7038.6, 7038.7, 7081.4, 7121.8, 7235.6, 7293.6, 7312.6, 7767.0, 8018.2, 8121.4]"
3,1,10,"[21.6, 405.0, 561.7, 714.5, 816.4, 821.9, 862.9, 863.6, 864.7, 865.5, 866.8, 867.0, 868.7, 870.6, 873.5, 873.9, 874.1, 877.4, 880.1, 894.1, 900.3, 1078.7, 1226.1, 1283.6, 1322.9, 1357.2, 1367.6, 1396.1, 1463.8, 1466.9, 1469.6, 1545.7, 1607.3, 1718.4, 1736.3, 1817.2, 1831.0, 1831.1, 1910.5, 2050.3, 2119.1, 2127.2, 2176.7, 2268.9, 2299.0, 2335.5, 2404.6, 2404.8, 2521.9, 2685.5, 2762.6, 2800.5, 2939.0, 2941.1, 2943.1, 2944.0, 2946.2, 2946.3, 2949.1, 2950.3, 3101.6, 3197.8, 3308.8, 3342.8, 3408.9, 3422.0, 3508.9, 3560.6, 3601.3, 3608.9, 3650.3, 3684.0, 3708.9, 3742.4, 3773.2, 3833.8, 3837.6, 3863.0, 3880.2, 3914.4, 3977.3, 4024.5, 4146.0, 4192.5, 4265.5, 4337.6, 4446.6, 4684.4, 4802.6, 4876.1, 5156.8, 5216.3, 5583.4, 5638.7, 5671.2, 5774.5, 5821.5, 5992.6, 6013.0, 6098.4, 6140.7, 6179.4, 6241.0, 6293.0, 6338.7, 6381.2, 6449.5, 6506.6, 6533.7, 6599.9, 6606.4, 6643.9, 6698.4, 6719.9, 6790.1, 6826.8, 6833.8, 6863.3, 6889.4, 6909.4, 6944.9, 6945.5, 6991.1, 7000.4, 7037.1, 7049.7, 7055.9, 7087.9, 7091.9, 7109.5, 7111.4, 7128.4, 7150.8, 7166.9, 7184.1, 7187.7, 7210.3, 7212.0, 7222.4, 7223.8, 7246.8, 7270.6, 7277.9, 7280.7, 7305.5, 7330.8, 7333.4, 7350.5, 7434.4, 7509.0, 7531.4, 7587.5, 7590.4, 7687.5, 7793.9, 7834.6, 7947.3, 8608.0, 8686.0, 8686.1, 8686.1, 8753.5, 8901.5, 8941.2]"
4,1,14,"[131.2, 163.4, 243.1, 255.0, 446.1, 651.6, 685.2, 691.5, 731.3, 808.2, 1126.6, 1136.0, 1422.7, 1522.4, 1676.4, 1802.4, 1899.0, 1985.1, 2315.7, 2487.3, 2497.7, 2567.0, 2580.1, 2580.6, 2580.9, 2581.3, 2582.1, 2584.9, 2588.4, 2588.4, 2588.7, 2591.6, 2592.0, 2594.5, 2594.5, 2600.9, 2602.3, 2602.7, 2614.9, 2616.8, 2620.6, 2621.8, 2720.6, 2721.4, 2794.7, 2819.7, 2832.0, 2921.9, 2980.8, 3027.2, 3082.7, 3164.8, 3326.9, 3334.7, 3371.7, 3382.5, 3453.5, 3483.8, 3523.9, 3570.5, 3583.9, 3615.6, 3626.9, 3649.8, 3681.7, 3693.1, 3721.2, 3756.4, 3772.6, 3792.6, 3864.0, 3891.6, 3935.4, 3941.2, 3978.2, 4006.8, 4010.4, 4031.5, 4059.3, 4078.2, 4126.6, 4149.6, 4159.7, 4213.8, 4285.6, 4340.2, 4496.3, 4576.7, 4669.0, 4677.6, 4783.5, 4889.0, 4915.5, 4918.3, 5068.3, 5114.3, 5238.6, 5256.7, 5353.2, 5372.2, 5465.7, 5735.6, 5817.0, 5889.0, 5942.4, 5948.8, 6046.2, 6089.1, 6142.1, 6159.6, 6239.4, 6262.1, 6423.9, 6451.4, 6516.1, 6542.4, 6599.3, 6630.8, 6683.1, 6723.4, 6856.5, 6890.9, 6928.1, 6969.3, 7060.5, 7149.7, 7223.9, 7239.3, 7244.3, 7271.3, 7274.7, 7335.3, 7381.8, 7399.7, 7407.5, 7457.0, 7458.0, 7482.6, 7510.5, 7524.7, 7556.1, 7582.9, 7601.1, 7647.3, 7649.7, 7655.0, 7686.5, 7721.1, 7761.6, 7778.0, 7794.2, 7827.2, 7873.2, 7878.3, 7949.1, 8156.6, 8157.5, 8304.2, 8642.5, 8927.7, 8927.8, 8927.8, 9103.8]"
5,1,34,"[285.9, 337.4, 440.1, 552.3, 629.6, 657.7, 663.3, 682.7, 717.0, 761.8, 787.9, 839.5, 897.2, 897.6, 898.7, 899.2, 988.6, 1050.5, 1230.7, 1319.2, 1485.4, 1550.1, 1587.0, 1687.0, 1757.0, 1808.8, 1826.3, 1864.2, 1924.8, 2015.8, 2065.8, 2066.5, 2067.1, 2068.1, 2070.4, 2071.8, 2073.7, 2074.1, 2075.0, 2077.2, 2077.7, 2079.9, 2080.3, 2081.0, 2086.7, 2088.3, 2091.3, 2093.6, 2104.3, 2110.5, 2115.7, 2128.0, 2131.0, 2159.1, 2202.9, 2264.3, 2315.1, 2395.9, 2420.5, 2445.4, 2474.0, 2477.7, 2480.8, 2561.4, 2600.2, 2688.9, 2713.9, 2718.0, 2811.4, 2824.2, 2868.8, 2889.5, 2912.4, 2916.6, 2924.6, 2964.3, 3025.6, 3035.5, 3044.0, 3053.6, 3110.9, 3123.5, 3132.8, 3157.9, 3189.7, 3203.6, 3210.4, 3219.3, 3226.2, 3250.6, 3259.9, 3279.5, 3305.9, 3330.3, 3340.4, 3369.4, 3397.3, 3398.8, 3405.5, 3428.2, 3457.6, 3457.8, 3484.9, 3487.0, 3504.2, 3513.6, 3516.4, 3545.8, 3556.2, 3575.2, 3576.2, 3602.7, 3604.6, 3625.1, 3634.0, 3646.7, 3658.8, 3663.4, 3692.8, 3717.7, 3747.1, 3758.4, 3776.5, 3781.2, 3790.8, 3805.9, 3835.3, 3845.7, 3851.8, 3864.7, 3889.7, 3894.1, 3909.5, 3913.1, 3922.3, 3929.9, 3940.4, 3958.6, 3960.6, 4025.0, 4027.1, 4042.6, 4046.1, 4095.6, 4100.9, 4157.3, 4198.0, 4200.0, 4239.0, 4291.0, 4304.1, 4327.9, 4364.6, 4367.3, 4376.7, 4397.3, 4414.8, 4429.2, 4451.1, 4464.6, 4491.9, 4505.5, 4521.7, 4523.7, 4548.5, 4608.7, 4610.2, 4673.9, 4726.0, 4798.6, 4806.8, 4822.4, 4842.9, 4859.4, 4879.3, 4896.5, 4906.4, 4919.7, 4940.3, 4953.8, 4965.4, 4971.3, 5012.0, 5026.9, 5091.9, 5098.3, 5313.7, 5734.7, 5956.1, 6073.4, 6094.8, 6317.3, 6319.2, 6354.9, 6357.9, 6362.0, 6399.9, 6424.7, 6489.9, 6516.9, 6585.8, 6599.9, 6653.6, 6696.5, 6738.6, 6786.3, 6837.6, 6856.8, 6864.6, 6894.2, 6904.9, 6932.6, 6958.8, 6971.0, 6978.7, 6985.1, 6993.2, 6999.7, 7009.4, 7025.8, 7030.6, 7039.6, 7047.8, 7062.2, 7082.1, 7086.2, 7113.4, 7124.6, 7143.4, 7163.0, 7166.5, 7201.4, 7207.9, 7239.7, 7239.8, 7242.7, 7258.7, 7278.2, 7281.9, 7285.1, 7316.6, 7320.1, 7347.7, 7355.0, 7393.4, 7400.9, 7441.7, 7464.6, 7505.8, 7565.8, 7612.6, 7640.1, 7712.4, 7787.8, 7789.0, 7792.5, 7796.4, 7799.3, 7822.2, 7890.6, 7952.8, 8045.9, 8058.8, 8116.9, 8119.6, 8506.8, 8506.9, 8506.9, 8553.0, 8636.3, 8661.0, 8665.7, 8666.2, 8761.8, 8879.5]"
6,1,18,"[62.5, 148.9, 197.5, 296.2, 392.0, 419.8, 521.8, 569.9, 630.7, 660.8, 676.0, 710.1, 765.4, 792.1, 798.3, 849.9, 851.1, 864.9, 867.8, 872.0, 874.5, 876.0, 878.5, 878.7, 881.5, 909.7, 914.9, 1268.2, 1293.1, 1318.6, 1319.1, 1320.4, 1322.7, 1322.8, 1324.0, 1324.1, 1325.8, 1326.3, 1326.8, 1329.5, 1329.9, 1332.5, 1333.0, 1333.3, 1338.9, 1340.6, 1343.8, 1347.0, 1352.5, 1359.7, 1392.9, 1856.2, 1856.8, 1860.1, 1860.3, 1863.9, 1867.0, 1869.7, 1873.2, 1877.6, 1894.3, 1964.8, 1966.9, 2286.9, 2307.6, 2413.4, 2588.7, 2679.5, 2874.0, 2901.2, 2939.2, 2997.7, 3128.2, 3259.6, 3313.6, 3315.1, 3381.1, 3436.6, 3492.1, 3547.6, 3554.0, 3603.1, 3653.6, 3658.6, 3681.0, 3714.1, 3769.6, 3775.6, 3817.7, 3825.1, 3850.9, 3880.6, 3898.4, 3956.5, 3989.5, 4028.9, 4089.5, 4127.9, 4191.7, 4293.6, 4370.3, 4449.7, 4669.8, 4676.2, 4711.8, 4761.5, 4767.4, 4785.2, 4876.1, 4889.4, 4897.5, 4923.2, 4935.8, 4947.3, 4972.6, 4988.8, 5027.4, 5046.1, 5063.0, 5069.2, 5145.9, 5166.0, 5202.9, 5223.8, 5230.8, 5362.2, 5445.3, 5446.7, 5464.0, 5557.6, 5595.8, 5604.5, 5653.1, 5657.4, 5665.4, 5701.1, 5713.9, 5739.3, 5787.2, 5788.3, 5812.8, 5818.9, 5847.8, 5859.0, 5891.1, 5911.2, 5924.9, 5967.7, 5975.1, 5992.7, 6024.4, 6069.6, 6080.8, 6088.9, 6118.7, 6150.6, 6202.5, 6204.3, 6205.5, 6207.0, 6238.9, 6263.1, 6315.1, 6340.7, 6359.1, 6408.9, 6434.0, 6477.0, 6513.2, 6545.6, 6551.8, 6553.1, 6577.0, 6633.9, 6667.2, 6697.8, 6727.4, 6744.3, 6778.9, 6801.4, 6839.8, 6862.8, 6876.6, 6881.0, 6899.4, 6937.5, 6951.9, 6954.4, 6981.0, 6981.7, 6986.3, 7023.5, 7057.5, 7065.6, 7081.0, 7101.4, 7137.3, 7154.8, 7156.4, 7181.0, 7183.3, 7198.9, 7235.9, 7269.6, 7281.0, 7282.0, 7309.9, 7337.0, 7376.5, 7381.0, 7408.3, 7432.9, 7464.6, 7485.9, 7503.0, 7543.5, 7570.9, 7627.8, 7655.3, 7666.9, 7699.2, 7730.2, 7833.6, 7875.4, 7897.0, 7961.4, 7979.6, 7999.5, 8051.9, 8080.3, 8111.5, 8180.3, 8318.1, 8344.1, 8372.9, 8482.2, 8484.0, 8515.3, 8558.0, 8715.2, 8763.4, 8763.7, 8767.5, 8770.8, 8771.0, 8774.1, 8774.5, 8777.6, 8780.3, 8781.2, 8785.1, 8788.1, 8791.7, 8795.7, 8801.1]"
7,1,10,"[24.0, 46.8, 127.5, 220.8, 369.0, 407.5, 453.5, 505.0, 513.5, 527.7, 648.4, 673.6, 707.0, 720.6, 725.1, 780.5, 861.8, 871.6, 887.4, 887.5, 887.5, 887.5, 889.4, 890.4, 967.4, 1013.1, 1195.2, 1230.4, 1306.3, 1591.7, 1593.9, 1660.5, 1901.6, 1961.9, 1962.0, 1966.3, 1969.5, 1969.9, 1973.0, 1973.5, 1979.4, 2059.9, 2124.4, 2261.6, 2277.1, 2332.5, 2363.9, 2390.4, 2405.4, 2409.7, 2409.8, 2411.8, 2413.8, 2416.6, 2422.7, 2424.5, 2436.6, 2438.5, 2448.5, 2451.5, 2475.9, 2478.7, 2484.9, 2497.9, 2508.5, 2512.1, 2522.9, 2530.3, 2547.8, 2580.2, 2665.4, 2709.8, 2749.8, 2763.4, 2860.1, 2932.4, 3047.9, 3074.6, 3100.9, 3147.9, 3180.5, 3247.9, 3274.6, 3308.6, 3347.9, 3349.3, 3368.7, 3421.8, 3447.9, 3462.7, 3479.8, 3547.9, 3580.5, 3594.6, 3625.6, 3701.2, 3759.5, 3809.5, 3877.7, 3945.0, 4022.4, 4023.4, 4241.2, 4248.6, 4432.1, 4680.9, 4848.3, 4857.3, 4878.9, 5055.9, 5071.6, 5077.6, 5165.2, 5175.4, 5249.8, 5329.1, 5330.7, 5426.4, 5455.7, 5588.3, 5651.2, 5653.0, 5710.6, 5729.7, 5808.4, 5859.9, 5869.2, 5898.1, 5956.7, 5999.8, 6021.0, 6048.6, 6069.5, 6077.5, 6089.9, 6122.1, 6132.8, 6188.3, 6201.1, 6282.1, 6299.2, 6335.8, 6347.0, 6369.5, 6422.3, 6506.6, 6548.0, 6566.6, 6573.1, 6578.8, 6620.0, 6627.6, 6631.7, 6648.0, 6655.8, 6659.7, 6661.5, 6676.2, 6713.8, 6714.6, 6776.3, 6791.5, 6832.0, 6843.0, 6870.7, 6881.2, 6897.4, 6916.3, 6920.6, 6971.3, 6997.6, 7017.8, 7044.2, 7047.8, 7060.8, 7076.2, 7114.1, 7134.6, 7158.7, 7166.0, 7192.9, 7236.3, 7307.0, 7315.0, 7373.5, 7415.7, 7445.0, 7464.5, 7477.8, 8059.0, 8165.0, 8190.1, 8263.7, 8319.7, 8347.6, 8358.2, 8358.7, 8360.0, 8362.1, 8363.4, 8365.2, 8365.7, 8366.6, 8368.9, 8369.3, 8371.6, 8371.9, 8372.3, 8375.5, 8378.3, 8379.8, 8383.3, 8395.8, 8402.1, 8427.0, 8458.2, 8461.0, 8550.0, 8578.1, 8594.1]"
8,1,34,"[147.5, 322.2, 341.0, 353.8, 383.7, 486.5, 492.8, 506.7, 704.6, 731.2, 748.7, 906.2, 907.4, 984.4, 1112.5, 1233.8, 1324.0, 1412.8, 1535.5, 1625.2, 1759.0, 1824.3, 2004.7, 2194.6, 2316.9, 2329.0, 2417.7, 2540.9, 2577.2, 2659.0, 2691.8, 2696.3, 2696.9, 2697.5, 2698.6, 2700.8, 2702.3, 2704.0, 2704.6, 2705.5, 2707.7, 2708.2, 2710.9, 2711.5, 2717.2, 2718.9, 2721.6, 2731.0, 2734.8, 2740.9, 2805.9, 2884.6, 2914.0, 2943.4, 2956.9, 2972.8, 3002.2, 3031.6, 3061.0, 3081.2, 3090.4, 3119.8, 3142.6, 3149.2, 3177.1, 3178.6, 3208.0, 3232.3, 3237.4, 3264.7, 3266.8, 3270.2, 3274.3, 3274.5, 3278.2, 3281.1, 3287.3, 3288.2, 3296.2, 3309.5, 3317.0, 3320.6, 3325.6, 3336.9, 3349.8, 3351.2, 3355.0, 3372.5, 3377.9, 3384.4, 3387.7, 3428.3, 3449.3, 3499.4, 3567.1, 3584.8, 3598.4, 3683.4, 3747.2, 3838.4, 3914.6, 3931.8, 3972.7, 4093.9, 4140.4, 4175.2, 4179.2, 4209.4, 4300.6, 4387.5, 4457.6, 4469.3, 4486.3, 4599.8, 4769.5, 4822.5, 4852.4, 4905.7, 4997.9, 5152.5, 5213.9, 5297.8, 5526.5, 5554.9, 5668.0, 5696.8, 5768.5, 5864.4, 5867.7, 5911.1, 5913.3, 5973.6, 6015.1, 6065.0, 6126.0, 6144.6, 6203.5, 6254.0, 6286.7, 6325.1, 6366.1, 6406.6, 6409.6, 6448.1, 6454.6, 6484.9, 6486.5, 6494.2, 6507.7, 6515.5, 6524.9, 6528.7, 6538.2, 6557.6, 6563.3, 6572.8, 6585.7, 6601.7, 6602.0, 6614.7, 6619.8, 6628.2, 6631.9, 6637.0, 6640.1, 6656.0, 6674.2, 6678.5, 6689.1, 6704.7, 6716.9, 6720.7, 6720.9, 6738.5, 6745.7, 6755.3, 6758.3, 6784.0, 6793.7, 6812.5, 6832.1, 6843.2, 6851.9, 6870.5, 6871.7, 6897.8, 6908.9, 6912.6, 6930.7, 6950.5, 6957.3, 6995.9, 7004.2, 7023.2, 7065.0, 7096.2, 7115.5, 7179.4, 7215.2, 7286.2, 7311.5, 7351.5, 7373.3, 7446.4, 7465.4, 7491.9, 7493.5, 7686.1, 7872.1, 7888.9, 7952.7, 8116.2, 8298.8, 8308.8, 8397.7, 8429.0]"
9,1,24,"[170.8, 186.9, 209.7, 212.3, 265.5, 286.2, 300.3, 355.1, 429.5, 563.3, 598.1, 640.7, 653.3, 654.8, 662.0, 740.7, 928.7, 962.2, 985.6, 997.6, 1011.6, 1043.0, 1110.0, 1111.9, 1164.2, 1166.8, 1166.9, 1195.0, 1585.8, 1743.2, 1795.7, 1883.0, 1908.8, 2009.6, 2049.1, 2355.7, 2522.2, 2551.0, 2751.8, 2921.6, 2963.2, 3004.8, 3026.8, 3046.4, 3071.6, 3087.7, 3088.0, 3129.6, 3167.2, 3167.4, 3171.2, 3206.2, 3212.8, 3254.4, 3260.1, 3277.7, 3296.0, 3326.1, 3337.6, 3379.2, 3385.0, 3420.8, 3483.8, 3644.5, 3767.5, 3861.7, 3868.2, 3962.8, 3965.3, 3995.0, 4046.0, 4244.3, 4301.8, 4608.4, 4612.1, 4688.4, 4695.2, 4704.7, 4851.9, 4868.2, 4887.8, 5047.3, 5076.2, 5091.9, 5098.3, 5249.6, 5263.5, 5269.4, 5276.4, 5312.0, 5376.4, 5401.0, 5477.8, 5480.5, 5570.4, 5578.9, 5624.7, 5651.7, 5709.0, 5730.4, 5734.4, 5745.3, 5843.6, 5873.3, 5883.6, 5921.7, 5959.9, 6039.3, 6046.4, 6070.8, 6169.0, 6236.4, 6241.0, 6296.4, 6382.2, 6405.3, 6417.0, 6421.7, 6452.9, 6462.2, 6484.1, 6485.6, 6501.9, 6504.4, 6515.3, 6526.5, 6535.7, 6546.5, 6556.7, 6571.7, 6577.7, 6594.8, 6602.2, 6606.6, 6608.9, 6622.8, 6639.6, 6640.1, 6661.1, 6671.3, 6688.3, 6699.4, 6702.5, 6706.1, 6714.3, 6733.7, 6738.5, 6764.9, 6773.9, 6790.3, 6793.8, 6796.1, 6809.1, 6819.3, 6826.3, 6827.3, 6843.9, 6858.5, 6863.4, 6863.9, 6885.5, 6889.7, 6898.1, 6903.7, 6910.4, 6920.9, 6923.9, 6931.5, 6937.0, 6943.6, 6955.0, 6959.9, 6964.0, 6973.3, 6975.1, 6981.2, 6991.0, 6995.9, 7003.9, 7006.2, 7008.5, 7014.2, 7021.6, 7031.5, 7053.4, 7055.6, 7082.7, 7083.0, 7108.4, 7121.3, 7135.9, 7162.4, 7214.3, 7216.8, 7234.0, 7268.8, 7291.2, 7291.7, 7322.7, 7330.2, 7345.3, 7403.5, 7479.5, 7511.8, 7657.9, 7662.0, 7755.9, 8264.1, 8264.5, 8314.0, 8328.8, 8400.1, 8430.7, 8479.0, 8530.5]"
