,trial,f1,spikes
0,1,24,"[50.0, 66.1, 66.2, 66.4, 70.9, 75.9, 76.1, 80.6, 107.0, 110.9, 115.1, 118.0, 119.2, 129.4, 146.0, 147.6, 198.3, 206.6, 207.6, 208.9, 209.4, 222.2, 227.6, 227.8, 235.4, 243.5, 258.2, 266.5, 273.3, 278.4, 323.8, 325.8, 325.8, 337.7, 345.1, 369.2, 394.3, 396.3, 415.7, 417.6, 426.3, 433.4, 439.2, 449.7, 451.2, 451.9, 459.7, 460.5, 465.2, 465.4, 467.9, 468.9, 469.9, 471.6, 480.8, 489.1, 505.5, 519.9, 532.5, 537.1, 540.3, 542.6, 544.6, 550.4, 557.1, 559.5, 565.8, 571.8, 577.3, 586.7, 587.5, 593.5, 594.5, 596.4, 601.2, 603.5, 604.4, 604.8, 612.7, 618.8, 620.0, 621.2, 625.0, 630.6, 635.5, 640.5, 642.0, 643.6, 643.7, 643.9, 645.6, 647.3, 650.8, 651.1, 657.2, 658.9, 660.8, 665.9, 671.0, 672.6, 676.8, 689.8, 697.2, 699.1, 702.3, 704.3, 706.5, 708.3, 721.2, 723.1, 725.0, 728.9, 733.0, 734.9, 738.8, 739.7, 742.5, 750.5, 762.0, 770.4, 811.4, 818.4, 824.7, 831.9, 849.3, 864.2, 866.1, 868.2, 870.2, 871.1, 883.0, 891.0, 892.9, 924.8, 932.5, 963.4, 967.7, 969.5, 982.9, 984.5, 1000.6, 1010.5, 1011.7, 1022.0, 1057.4, 1059.2, 1063.6, 1071.9, 1073.7, 1078.1, 1090.7, 1105.8, 1107.2, 1108.0, 1122.2, 1124.2, 1149.3, 1150.9, 1156.5, 1167.5, 1176.8, 1178.7, 1180.2, 1199.3, 1199.9, 1214.9, 1218.8, 1236.1, 1237.0, 1247.3, 1249.0, 1260.1, 1262.0, 1264.7, 1267.2, 1269.6, 1282.9, 1319.5, 1321.4, 1341.9, 1343.6, 1350.7, 1352.6, 1353.6, 1368.5, 1371.5, 1378.9, 1389.9, 1395.5, 1397.4, 1423.1, 1425.0, 1453.2, 1454.3, 1455.9, 1456.1, 1458.2, 1458.4, 1459.5, 1462.9, 1466.5, 1470.8, 1470.9, 1477.2, 1487.9, 1502.8, 1509.6, 1511.4, 1525.3, 1535.7, 1544.2, 1546.1, 1551.6, 1552.6, 1554.5, 1563.4, 1568.9, 1578.3, 1581.0, 1582.6, 1586.0, 1637.8, 1690.7, 1701.9, 1703.7, 1713.3, 1716.9, 1718.4, 1732.8, 1733.8, 1747.2, 1751.3, 1781.5, 1800.5, 1802.4, 1852.1, 1857.4, 1874.5, 1876.3, 1876.5, 1880.8, 1883.9, 1896.8, 1910.9, 1916.3, 1918.1, 1925.0, 1928.0, 1931.0, 1936.2, 1945.7, 1947.1, 1949.2, 1951.2, 1953.8, 1958.4, 1965.7, 1972.0, 1973.8, 1974.6, 1977.2, 1979.2, 1982.0, 1983.1, 1984.9, 1987.0, 2012.6, 2031.3, 2043.1, 2066.6, 2091.9, 2102.6, 2105.6, 2109.7, 2129.8, 2131.6, 2137.6, 2158.0, 2159.6, 2159.8, 2185.1, 2186.4, 2188.3, 2236.5, 2244.8, 2246.7, 2249.3, 2252.5, 2254.4, 2254.5, 2268.2, 2272.5, 2277.5, 2292.2, 2294.2, 2299.4, 2309.3, 2321.9, 2321.9, 2323.2, 2348.3, 2351.5, 2353.7, 2366.3, 2368.1, 2389.8, 2392.5, 2396.9, 2408.3, 2412.2, 2412.2, 2412.2, 2414.7, 2420.3, 2422.2, 2434.2, 2438.1, 2443.2, 2444.1, 2444.7, 2449.0, 2461.3, 2472.2, 2474.1, 2506.1, 2508.9, 2524.3, 2535.0, 2537.0, 2540.9, 2542.0, 2544.0, 2565.4, 2570.1, 2571.2, 2573.2, 2575.8, 2582.2, 2635.1, 2640.5, 2645.2, 2661.1, 2664.6, 2682.5, 2701.0, 2710.6, 2711.2, 2714.3, 2716.1, 2734.5, 2736.4, 2767.7, 2782.8, 2796.1, 2805.7, 2825.5, 2838.0, 2839.2, 2846.9, 2847.3, 2856.9, 2857.5, 2858.0, 2859.6, 2866.2, 2869.8, 2871.9, 2882.0, 2882.2, 2884.3, 2885.3, 2891.6, 2893.4, 2897.7, 2901.2, 2901.5, 2904.8, 2905.2, 2907.3, 2914.0, 2925.7, 2926.5, 2961.1, 2974.9, 2977.6, 2987.2, 2993.8, 3066.1, 3068.8, 3081.5, 3088.8, 3093.5, 3096.1, 3123.9, 3127.4, 3150.6, 3158.0, 3163.8, 3166.1, 3167.9, 3194.9, 3203.5, 3216.1, 3217.6, 3246.3, 3253.1, 3257.3, 3288.8, 3295.9, 3296.5, 3299.2, 3306.4, 3353.7, 3365.8, 3373.7, 3394.0, 3394.1, 3396.9, 3399.1, 3481.6, 3513.0, 3531.7, 3536.9, 3545.8, 3551.1, 3555.4, 3570.0, 3627.0, 3630.7, 3634.2, 3643.9, 3690.3, 3695.5, 3725.8, 3726.4, 3741.9, 3750.5, 3784.3, 3796.9, 3800.3, 3838.1, 3872.8, 3894.1, 3918.3, 3938.2, 3945.7, 4027.1, 4039.6, 4044.7, 4048.3, 4073.6, 4079.4, 4083.9, 4090.0, 4094.4, 4111.2, 4119.2, 4130.3, 4131.6, 4137.2, 4141.9, 4145.7, 4146.0, 4151.8, 4153.2, 4154.5, 4162.0, 4169.7, 4173.2, 4183.7, 4201.1, 4212.9, 4214.8, 4218.3, 4221.6, 4224.3, 4224.4, 4227.1, 4227.5, 4236.8, 4256.4, 4266.2, 4270.9, 4274.3, 4278.4, 4282.3, 4286.3, 4287.7, 4296.2, 4298.0, 4299.0, 4300.4, 4317.3, 4339.6, 4348.1, 4349.2, 4364.5, 4367.5, 4378.4, 4380.7, 4381.1, 4381.3, 4381.9, 4385.3, 4407.3, 4410.1, 4414.6, 4415.7, 4417.4, 4420.6, 4422.7, 4429.1, 4440.8, 4464.3, 4475.9, 4482.8, 4505.9, 4508.4, 4509.8, 4511.7, 4520.2, 4547.5, 4547.5, 4553.4, 4555.1, 4572.0, 4579.2, 4583.8, 4605.1, 4614.1, 4629.3, 4635.1, 4641.3, 4642.0, 4711.8, 4713.0, 4727.2, 4732.1, 4755.8, 4788.8, 4794.1, 4803.1, 4856.4, 4858.2, 4859.5, 4863.8, 4866.6, 4869.1, 4900.8, 4903.6, 4908.8, 4952.8, 4965.1, 4967.1, 4969.6, 4972.0, 5031.9, 5055.1, 5070.7, 5090.1, 5107.2, 5108.6, 5114.6, 5126.0, 5139.0, 5143.4, 5161.3, 5164.6, 5170.3, 5177.2, 5179.7, 5186.4, 5199.9, 5201.8, 5206.3, 5208.3, 5247.9, 5252.3, 5255.7, 5260.5, 5266.4, 5369.5, 5392.0, 5410.4, 5453.8, 5474.9, 5501.8, 5504.8, 5526.5, 5546.3, 5583.2, 5594.9, 5613.8, 5628.5, 5655.8, 5659.9, 5699.6, 5756.1, 5784.4, 5797.8, 5852.8, 5924.9, 5931.2, 5963.8, 5967.0, 5974.6, 5976.0, 5985.0, 6031.3, 6040.3, 6041.0, 6062.6, 6072.4, 6084.7, 6088.5, 6130.8, 6168.6, 6180.4, 6186.9, 6199.7, 6201.5, 6215.5, 6223.6, 6248.2, 6255.4, 6260.7, 6263.4, 6268.9, 6310.7, 6312.6, 6330.3, 6345.1, 6353.4, 6398.9, 6400.9, 6402.3, 6412.5, 6436.5, 6469.2, 6497.6, 6539.5, 6549.6, 6551.4, 6555.9, 6564.7, 6577.6, 6579.8, 6589.9, 6607.0, 6630.3, 6636.3, 6643.8, 6664.6, 6670.6, 6677.7, 6706.4, 6707.1, 6718.7, 6720.6, 6722.7, 6738.6, 6742.7, 6746.5, 6750.3, 6781.6, 6787.4, 6847.5, 6852.9, 6856.2, 6858.0, 6876.2, 6891.1, 6896.5, 6903.6, 6912.0, 6941.6, 6962.3, 6967.0, 6974.4, 6980.1, 6986.0, 6994.5, 7037.8, 7061.0, 7063.4, 7097.2, 7109.4, 7122.2, 7133.8, 7141.1, 7146.2, 7161.0, 7180.5, 7181.4, 7249.4, 7260.1, 7269.3, 7274.1, 7282.9, 7306.6, 7317.0, 7325.7, 7396.1, 7409.3, 7422.2, 7423.9, 7456.0, 7475.9, 7476.6, 7492.7, 7508.3, 7517.0, 7529.5, 7548.2, 7557.2, 7571.5, 7573.0, 7573.6, 7586.7, 7596.7, 7603.3, 7606.5, 7610.8, 7614.6, 7619.3, 7624.1, 7627.6, 7633.5, 7635.1, 7644.9, 7659.3, 7664.6, 7673.3, 7681.7, 7684.0, 7727.1, 7735.8, 7766.7, 7767.1, 7771.6, 7780.1, 7786.7, 7798.3, 7819.1, 7820.9, 7841.0, 7860.1, 7860.8, 7868.8, 7874.1, 7885.1, 7889.4, 7912.9, 7914.3, 7923.3, 7940.4, 7948.1, 7965.2, 7973.2, 7985.8, 8021.6, 8048.3, 8065.7, 8124.2, 8161.5, 8185.6, 8188.8, 8238.0, 8251.0, 8259.0, 8270.4, 8272.3, 8334.5, 8349.7, 8362.7, 8372.8, 8373.9, 8427.5, 8465.2, 8500.8, 8521.3, 8537.8, 8551.8, 8563.3, 8567.3, 8574.3, 8600.0, 8613.9, 8638.5, 8661.5, 8742.3, 8746.3, 8747.1, 8773.2, 8773.7, 8813.8, 8880.9, 8977.0, 8981.8, 9073.8, 9106.1, 9107.7, 9171.4, 9173.0, 9201.7, 9213.8, 9230.9, 9273.6, 9344.5, 9372.4, 9374.9, 9389.1, 9393.6, 9423.6, 9458.8, 9532.8, 9559.6, 9715.6, 9794.9, 9838.2, 9849.8, 9872.6, 9946.2, 9951.9, 9967.9, 9977.3, 9978.9, 9981.9, 10039.9, 10043.5, 10059.8, 10062.3, 10116.1, 10134.3, 10147.3, 10151.9, 10152.3, 10154.0, 10159.1, 10192.6, 10195.4, 10196.6, 10197.6, 10236.7, 10241.9, 10334.9, 10336.6, 10353.4, 10397.6, 10402.4, 10406.7, 10415.0, 10426.3, 10441.0, 10492.7, 10505.8, 10552.5, 10559.9, 10592.0, 10596.5, 10626.4, 10644.2, 10662.0, 10697.3, 10749.2, 10754.3, 10771.2, 10787.8, 10827.0, 10853.9, 10944.1, 10983.3, 10992.3, 11004.7, 11013.3, 11017.7, 11018.5, 11024.7, 11033.0, 11036.3, 11048.2, 11075.0, 11102.6, 11104.4, 11106.3, 11106.8, 11115.3, 11122.5, 11132.7, 11147.5, 11168.1, 11233.8, 11279.0, 11283.2, 11287.7, 11310.5, 11314.2, 11316.8, 11318.2, 11341.3, 11355.0, 11365.4, 11378.6, 11396.4, 11407.0, 11411.4, 11442.4, 11453.5, 11459.2, 11470.6, 11475.2, 11500.4]"
1,1,14,"[1.2, 57.8, 65.0, 74.8, 122.8, 123.7, 125.5, 131.0, 202.7, 207.9, 259.8, 265.1, 297.1, 306.0, 341.1, 349.4, 351.0, 354.4, 388.2, 393.1, 436.2, 443.2, 444.0, 448.2, 492.2, 495.0, 508.8, 562.5, 570.2, 578.6, 583.5, 592.4, 601.2, 604.4, 605.9, 626.2, 630.6, 643.7, 646.6, 662.6, 677.5, 696.6, 701.9, 742.8, 755.2, 756.8, 764.4, 780.9, 802.8, 812.2, 875.8, 881.6, 881.7, 936.9, 946.3, 951.9, 974.4, 1025.3, 1029.3, 1030.2, 1064.6, 1071.0, 1076.1, 1083.7, 1106.4, 1130.8, 1131.7, 1156.4, 1163.1, 1174.4, 1178.3, 1182.9, 1189.7, 1210.5, 1212.3, 1213.6, 1238.0, 1253.5, 1269.3, 1274.2, 1278.1, 1278.8, 1294.2, 1304.0, 1336.0, 1372.5, 1380.5, 1380.5, 1380.6, 1380.9, 1382.8, 1385.4, 1385.8, 1387.5, 1399.0, 1399.0, 1400.4, 1402.5, 1419.4, 1445.8, 1483.1, 1491.1, 1493.1, 1515.7, 1533.0, 1550.5, 1558.1, 1589.1, 1607.4, 1612.3, 1623.3, 1637.9, 1670.3, 1797.8, 1828.4, 1865.9, 1875.3, 1882.3, 1890.2, 1895.0, 1897.2, 1898.4, 1909.6, 1924.5, 1990.3, 2003.9, 2005.6, 2015.7, 2034.3, 2037.0, 2050.0, 2071.9, 2075.3, 2083.9, 2096.8, 2105.7, 2139.7, 2144.1, 2149.6, 2154.2, 2169.7, 2179.0, 2203.0, 2231.4, 2265.8, 2265.8, 2280.5, 2287.1, 2289.3, 2302.9, 2339.1, 2353.9, 2396.6, 2424.6, 2448.2, 2454.5, 2455.7, 2506.7, 2512.3, 2523.7, 2528.9, 2531.4, 2538.4, 2546.4, 2546.9, 2585.3, 2605.3, 2625.7, 2630.3, 2644.7, 2672.2, 2678.9, 2702.4, 2707.9, 2717.4, 2723.4, 2738.3, 2745.4, 2748.2, 2816.0, 2825.7, 2848.6, 2871.6, 2914.2, 2914.8, 2941.6, 2945.3, 2947.7, 2963.9, 2965.9, 2973.3, 2976.9, 2982.7, 2983.2, 3017.7, 3038.3, 3085.8, 3142.5, 3162.7, 3199.7, 3248.2, 3248.7, 3302.7, 3309.7, 3327.9, 3330.9, 3333.3, 3335.4, 3335.5, 3344.9, 3345.4, 3346.2, 3349.1, 3355.6, 3371.3, 3378.1, 3387.1, 3407.4, 3418.6, 3423.4, 3442.1, 3458.1, 3475.9, 3478.6, 3499.9, 3509.5, 3517.6, 3521.6, 3525.3, 3537.0, 3543.3, 3584.1, 3591.8, 3597.2, 3606.3, 3607.9, 3610.8, 3617.5, 3621.6, 3623.4, 3627.3, 3640.9, 3652.0, 3654.9, 3671.6, 3675.4, 3678.8, 3680.3, 3680.4, 3685.4, 3685.9, 3688.2, 3690.8, 3693.1, 3695.6, 3697.8, 3697.9, 3702.5, 3702.6, 3707.0, 3707.3, 3717.8, 3722.1, 3730.2, 3742.8, 3747.2, 3748.8, 3751.8, 3751.8, 3772.8, 3792.1, 3793.4, 3797.7, 3815.3, 3820.6, 3867.4, 3870.3, 3870.7, 3877.9, 3879.9, 3887.8, 3896.0, 3899.1, 3918.2, 3924.9, 3926.1, 3932.0, 3946.0, 3946.1, 3949.7, 3951.5, 3954.4, 3977.9, 3979.3, 3986.6, 4005.9, 4009.4, 4059.1, 4065.9, 4066.8, 4070.5, 4074.2, 4081.2, 4082.2, 4096.1, 4097.6, 4101.2, 4104.4, 4112.9, 4114.7, 4128.4, 4135.0, 4181.7, 4183.1, 4194.3, 4199.5, 4208.3, 4211.3, 4229.4, 4232.7, 4238.8, 4247.9, 4248.4, 4248.5, 4253.7, 4256.1, 4257.3, 4266.5, 4269.2, 4281.3, 4282.7, 4283.2, 4283.7, 4284.7, 4287.6, 4291.6, 4296.2, 4306.5, 4316.6, 4318.4, 4322.2, 4328.5, 4336.5, 4342.4, 4350.5, 4354.1, 4367.8, 4379.6, 4384.6, 4386.1, 4414.4, 4421.1, 4425.0, 4425.5, 4427.0, 4438.6, 4464.1, 4466.3, 4475.0, 4477.8, 4478.3, 4484.1, 4491.2, 4494.1, 4496.9, 4501.5, 4503.3, 4506.3, 4507.5, 4512.6, 4525.2, 4529.6, 4542.0, 4542.9, 4551.0, 4563.4, 4568.3, 4575.5, 4575.7, 4594.5, 4598.1, 4599.4, 4608.5, 4610.3, 4612.3, 4614.7, 4621.9, 4628.0, 4638.7, 4639.2, 4639.7, 4643.9, 4644.4, 4651.2, 4667.0, 4667.8, 4670.9, 4676.3, 4694.9, 4711.1, 4720.8, 4723.0, 4724.4, 4751.7, 4761.4, 4767.9, 4774.7, 4779.0, 4782.5, 4794.7, 4802.8, 4812.1, 4812.2, 4830.5, 4830.7, 4836.8, 4869.9, 4881.7, 4889.6, 4918.6, 4933.2, 4952.8, 4952.9, 4955.8, 4957.4, 4963.2, 4975.7, 4981.4, 4982.9, 4988.0, 5004.8, 5007.8, 5039.5, 5046.2, 5055.9, 5063.8, 5065.5, 5068.9, 5077.4, 5082.8, 5122.3, 5125.6, 5145.7, 5160.0, 5204.5, 5232.0, 5247.6, 5259.8, 5262.2, 5263.0, 5279.7, 5298.5, 5304.0, 5305.9, 5308.1, 5343.8, 5346.5, 5379.4, 5393.0, 5394.4, 5404.0, 5423.7, 5426.5, 5449.5, 5452.4, 5466.9, 5470.0, 5497.1, 5501.0, 5550.0, 5578.9, 5633.0, 5641.4, 5646.1, 5684.6, 5691.6, 5698.6, 5698.7, 5714.5, 5738.6, 5749.7, 5776.9, 5788.9, 5795.1, 5802.9, 5818.7, 5820.8, 5840.5, 5856.8, 5883.9, 5904.4, 5927.1, 5927.5, 5933.5, 5962.0, 5973.0, 5994.2, 6002.1, 6044.0, 6077.3, 6097.1, 6143.4, 6156.8, 6171.6, 6203.7, 6228.9, 6229.6, 6229.9, 6241.2, 6250.1, 6263.4, 6267.4, 6280.6, 6301.0, 6305.2, 6335.3, 6344.6, 6356.0, 6369.7, 6373.3, 6375.6, 6400.2, 6422.6, 6504.5, 6507.6, 6512.9, 6565.6, 6619.2, 6690.7, 6755.0, 6770.5, 6785.9, 6804.8, 6844.4, 6876.9, 6884.9, 6887.3, 6929.7, 6946.4, 6951.1, 6961.8, 7011.7, 7042.4, 7042.5, 7057.4, 7070.7, 7091.2, 7092.2, 7122.7, 7150.8, 7151.9, 7176.5, 7181.3, 7184.7, 7193.9, 7194.3, 7225.6, 7230.7, 7259.6, 7291.0, 7306.7, 7317.4, 7331.5, 7341.7, 7343.9, 7345.2, 7374.6, 7377.7, 7391.5, 7401.9, 7419.3, 7442.1, 7445.1, 7467.1, 7470.9, 7474.3, 7486.1, 7492.7, 7500.5, 7501.4, 7549.7, 7556.9, 7564.8, 7576.2, 7600.4, 7603.3, 7608.1, 7610.3, 7610.7, 7613.8, 7623.7, 7631.2, 7664.6, 7667.0, 7706.1, 7708.1, 7716.0, 7725.8, 7731.8, 7736.3, 7749.5, 7763.3, 7765.4, 7766.0, 7769.5, 7776.0, 7781.8, 7782.4, 7785.7, 7785.9, 7793.9, 7797.3, 7813.3, 7827.2, 7829.8, 7831.7, 7841.4, 7872.6, 7880.7, 7889.5, 7895.2, 7898.2, 7901.9, 7907.8, 7918.0, 7922.9, 7925.2, 7950.1, 7988.3, 7998.6, 8018.8, 8033.8, 8035.0, 8049.3, 8068.4, 8079.2, 8092.2, 8094.9, 8101.3, 8124.6, 8131.6, 8140.0, 8163.3, 8163.5, 8169.9, 8170.0, 8171.7, 8176.7, 8186.5, 8192.4, 8195.9, 8207.5, 8215.4, 8217.7, 8219.6, 8223.4, 8225.5, 8230.0, 8247.6, 8251.8, 8260.8, 8265.0, 8267.2, 8287.1, 8290.0, 8336.3, 8344.2, 8352.4, 8367.4, 8372.9, 8378.3, 8414.1, 8444.6, 8444.6, 8468.4, 8511.2, 8601.1, 8612.9, 8620.7, 8622.6, 8629.8, 8649.3, 8661.6, 8685.7, 8698.7, 8704.8, 8759.2, 8765.1, 8776.5, 8780.7, 8815.5, 8835.2, 8839.1, 8894.7, 8898.2, 8915.2, 8917.7, 8931.5, 8980.3, 8991.7, 9018.2, 9050.4, 9062.1, 9072.3, 9081.4, 9084.4, 9091.8, 9181.3, 9184.9, 9217.8, 9239.8, 9264.3, 9319.4, 9323.5, 9325.0, 9341.0, 9363.5, 9378.8, 9455.2, 9464.7, 9474.2, 9551.3, 9551.6, 9594.2, 9619.5, 9626.2, 9627.0, 9629.7, 9732.3, 9751.8, 9756.2, 9762.2, 9819.6, 9841.8, 9844.5, 9873.0, 9915.4, 9919.6, 9922.4, 9923.8, 9963.7, 9978.7, 9986.6, 9989.5, 9997.1, 10025.6, 10047.9, 10061.1, 10078.1, 10079.9, 10108.3, 10134.0, 10154.6, 10173.4, 10180.5, 10201.1, 10253.7, 10278.2, 10306.7, 10324.4, 10360.5, 10376.5, 10399.0, 10430.2, 10494.7, 10542.2, 10547.0, 10600.6, 10613.1, 10620.7, 10632.7, 10641.1, 10658.9, 10660.8, 10678.2, 10685.5, 10723.3, 10765.6, 10770.6, 10775.3, 10782.8, 10787.0, 10809.6, 10825.3, 10825.6, 10848.9, 10859.5, 10860.7, 10864.0, 10878.4, 10952.4, 10985.3, 11015.1, 11072.7, 11106.9, 11119.9, 11140.3, 11142.9, 11151.9, 11193.1, 11197.2, 11200.9, 11221.1, 11236.1, 11248.9, 11257.2, 11343.8, 11364.1, 11426.2, 11431.8, 11453.0, 11493.7, 11500.4, 11501.1, 11504.6, 11509.5, 11544.2, 11548.7, 11548.7, 11559.7, 11566.5, 11575.0, 11609.6, 11617.2, 11623.4, 11638.7, 11643.4, 11661.9, 11666.2, 11698.5, 11706.2]"
